name,stars,num_reviews,price,cuisine
Patrick Kavanagh's,3 of 5 bubbles,4 reviews,,
Hi Life Bar & Grill,3.5 of 5 bubbles,16 reviews,,
Rice & Curry,2.5 of 5 bubbles,6 reviews,$$ - $$$,Indian
Cucina Vivolo,3.5 of 5 bubbles,9 reviews,$$ - $$$,Italian
La Crosta,4 of 5 bubbles,2 reviews,,International
Grape and Grain,4 of 5 bubbles,28 reviews,$$$$,
Malaysian Kitchen,3.5 of 5 bubbles,36 reviews,$$ - $$$,Asian
Atomic Wings,3 of 5 bubbles,6 reviews,$$ - $$$,American
Zaragoza,3.5 of 5 bubbles,2 reviews,$,Mexican
Cha Cha's In Bocca Al Lupo Cafe,3 of 5 bubbles,97 reviews,$$ - $$$,Italian
Spy Bar,3 of 5 bubbles,1 review,,
Jane's Street Cart,3 of 5 bubbles,1 review,,American
Guang Ming,3 of 5 bubbles,1 review,,Chinese
Twenty Warren Street Food,3 of 5 bubbles,1 review,,Chinese
Pizza Pizza of Hanover SQ,3 of 5 bubbles,1 review,,Pizza
Bugatti Restaurant,3 of 5 bubbles,1 review,,
Wakamba Restaurant & Tavern,3 of 5 bubbles,1 review,,American
A Tavola Italian Diner,3.5 of 5 bubbles,8 reviews,,Italian
Ollie's Uptown,3 of 5 bubbles,27 reviews,$$ - $$$,Chinese
Pita Grill,3 of 5 bubbles,4 reviews,$,Mediterranean
Campus Eatery,2.5 of 5 bubbles,2 reviews,,
Lindy's,3 of 5 bubbles,272 reviews,$$ - $$$,American
Iron Sushi,3 of 5 bubbles,5 reviews,$$ - $$$,Japanese
Anotheroom,5 of 5 bubbles,5 reviews,,
The Heights Bar and Grill,3.5 of 5 bubbles,30 reviews,$$ - $$$,Mexican
Mary Ann's Restaurant,3 of 5 bubbles,9 reviews,$$ - $$$,Mexican
Ciao,3 of 5 bubbles,77 reviews,$$ - $$$,Italian
Shih Lee,3.5 of 5 bubbles,14 reviews,$$ - $$$,Chinese
La Caverna,3 of 5 bubbles,12 reviews,$$ - $$$,Italian
TGI Friday's,3 of 5 bubbles,782 reviews,$$ - $$$,American
Bully's Deli,3.5 of 5 bubbles,9 reviews,,
Leo Lindy's,2.5 of 5 bubbles,28 reviews,$$ - $$$,
Lincoln Tavern,3.5 of 5 bubbles,7 reviews,$$ - $$$,French
Joe's Ginger,3 of 5 bubbles,46 reviews,,Chinese
Valducci's Pizza Cafe,4.5 of 5 bubbles,7 reviews,$,Pizza
The Grand Sichuan,3.5 of 5 bubbles,12 reviews,$$ - $$$,Chinese
TGI Friday’s,3 of 5 bubbles,535 reviews,$$ - $$$,American
Mee Sum Coffee Shop,3 of 5 bubbles,2 reviews,,
El Nuevo Amanecer,3 of 5 bubbles,7 reviews,$$ - $$$,Mexican
Seaport Cafe,2.5 of 5 bubbles,26 reviews,,American
Yuki Japanese Retaurant,3 of 5 bubbles,8 reviews,,Japanese
Yeah Shanghai Deluxe,3 of 5 bubbles,74 reviews,$$ - $$$,Chinese
The Cloister Cafe,3 of 5 bubbles,28 reviews,$$ - $$$,Italian
Nello,2.5 of 5 bubbles,458 reviews,$$$$,Italian
La Rouge,3 of 5 bubbles,8 reviews,$$ - $$$,French
Zafis Luncheonette,3.5 of 5 bubbles,5 reviews,$,American
Chelsea Cottage Chinese Restaurant,3 of 5 bubbles,13 reviews,$$ - $$$,Chinese
T.G.I. Friday's - W 51st Street,2.5 of 5 bubbles,85 reviews,$$ - $$$,American
Grotto,3 of 5 bubbles,23 reviews,$$ - $$$,Italian
New Ashiya Japanese Restaurant,2.5 of 5 bubbles,5 reviews,$$$$,Japanese
El Castillo De Madison,2.5 of 5 bubbles,3 reviews,,
Drom Bar & Restaurant,3 of 5 bubbles,17 reviews,$$ - $$$,Mediterranean
Costa Azzurra,3 of 5 bubbles,8 reviews,$$ - $$$,Italian
TGI Fridays,2.5 of 5 bubbles,"1,009 reviews",$$ - $$$,American
TGI Friday's,2.5 of 5 bubbles,464 reviews,$$ - $$$,American
HAPPY ENDING,2.5 of 5 bubbles,8 reviews,$,
Sultana,3.5 of 5 bubbles,4 reviews,,Mediterranean
BB Doyles,3 of 5 bubbles,5 reviews,,
Benash Delicatessen,2 of 5 bubbles,"1,112 reviews",$$ - $$$,American
Eamonn Doran at Madison Sq,3.5 of 5 bubbles,2 reviews,,American
Pick Up Stix,2.5 of 5 bubbles,3 reviews,$$ - $$$,Chinese
Hunan Park II,2.5 of 5 bubbles,17 reviews,$,Chinese
Zhong Hua Restaurant,3 of 5 bubbles,3 reviews,,Asian
X.O. Cafe & Grill,3 of 5 bubbles,10 reviews,$$ - $$$,Chinese
211 New Taco Grill,1 of 5 bubbles,1 review,,Mexican
Joey's New York Pizza,1 of 5 bubbles,2 reviews,,Italian
